Time [s],Elevation [m],Throttle [%],Motor Torque [Nm],Longitudinal Acceleration [m/s^2],Regenerative Braking Signal ,Battery Voltage [V],Battery Current [A],Battery Temperature [°C],max. Battery Temperature [°C],dSoC [%p],Heating Power CAN [kW],Requested Heating Power [W],AirCon Power [kW],Heater Signal,Ambient Temperature [°C],Heat Exchanger Temperature [°C],Cabin Temperature Sensor [°C]
0.1,530.0,0.0,0.0,-0.23,0.0,366.8,-10.6,14.0,16.0,,2.12,2990.52,0.44,1,4.0,33.5,21.84
0.2,530.0,0.0,0.0,-0.23,0.0,366.71,-10.05,14.0,16.0,0.0,2.12,3190.51,0.44,1,4.0,33.5,21.84
0.3,530.0,0.0,0.0,-0.23,0.0,366.61,-9.45,14.0,16.0,0.0,2.12,3355.25,0.44,1,4.0,33.5,21.84
0.4,530.0,0.0,0.0,-0.23,0.0,366.6,-10.73,14.0,16.0,0.0,2.12,3455.24,0.44,1,4.0,33.5,21.84
0.5,530.0,0.0,0.0,-0.23,0.0,366.6,-12.18,14.0,16.0,0.0,2.96,3562.28,0.44,1,4.0,33.5,21.84
0.6,530.0,0.0,0.0,-0.23,0.0,366.55,-11.75,14.0,16.0,0.0,2.96,3682.27,0.44,1,4.0,33.5,21.84
0.7,530.0,0.0,0.0,-0.23,0.0,366.5,-11.15,14.0,16.0,0.0,2.96,3760.0,0.0,1,4.0,33.5,21.84
0.8,530.0,0.0,0.0,-0.23,0.0,366.45,-12.52,14.0,16.0,0.0,2.96,3760.0,0.0,1,4.0,33.5,21.84
0.9,530.0,0.0,0.0,-0.21,0.0,366.4,-14.07,14.0,16.0,0.0,2.96,3830.42,0.0,1,4.0,33.5,21.83
1.0,530.0,0.0,0.0,-0.21,0.0,366.4,-14.02,14.0,16.0,0.0,2.96,4030.41,0.0,1,4.0,33.5,21.81
1.1,530.0,0.0,0.0,-0.27,0.0,366.4,-13.82,14.0,16.0,0.0,2.96,4195.2,0.0,1,4.0,33.5,21.79
1.2,530.0,0.0,0.0,-0.24,0.0,366.31,-13.94,14.0,16.0,0.0,2.96,4295.19,0.0,1,4.0,33.5,21.78
1.3,530.0,0.0,0.0,-0.27,0.0,366.21,-14.09,14.0,16.0,0.0,2.96,4402.21,0.0,1,4.0,33.5,21.76
1.4,530.0,0.0,0.0,-0.25,0.0,366.25,-14.79,14.0,16.0,0.0,2.96,4522.21,0.0,1,4.0,33.5,21.74
1.5,530.0,0.0,0.0,-0.23,0.0,366.3,-15.54,14.0,16.0,0.0,2.96,4614.07,0.32,1,4.0,33.5,21.73
