Time [s],Elevation [m],Throttle [%],Motor Torque [Nm],Longitudinal Acceleration [m/s^2],Regenerative Braking Signal ,Battery Voltage [V],Battery Current [A],Battery Temperature [°C],max. Battery Temperature [°C],dSoC [%p],Heating Power CAN [kW],Requested Heating Power [W],AirCon Power [kW],Heater Signal,Ambient Temperature [°C],Heat Exchanger Temperature [°C],Cabin Temperature Sensor [°C]
0.1,475.0,0.0,1.5,0.09,0.0,371.78,-15.89,-1.0,-1.0,0.0,5.08,4960.0,0.0,1,-1.5,5.0,10.0
0.2,475.0,0.0,1.5,0.07,0.0,371.73,-16.19,-1.0,-1.0,0.0,5.08,4960.0,0.0,1,-1.5,5.0,10.0
0.3,475.0,0.0,1.5,0.05,0.0,371.7,-16.27,-1.0,-1.0,0.0,5.08,4958.4,0.0,1,-1.5,5.0,10.0
0.4,475.0,0.0,1.5,0.06,0.0,371.7,-15.87,-1.0,-1.0,0.0,4.92,4938.4,0.0,1,-1.5,5.0,10.0
0.5,475.0,0.0,1.5,0.06,0.0,371.72,-15.66,-1.0,-1.0,0.0,4.92,4920.0,0.0,1,-1.5,5.0,10.0
0.6,475.0,0.0,1.5,0.04,0.0,371.77,-15.86,-1.0,-1.0,0.0,4.91,4920.0,0.0,1,-1.5,5.0,10.0
0.7,475.0,0.0,1.5,0.05,0.0,371.78,-15.92,-1.0,-1.0,0.0,4.91,4920.0,0.0,1,-1.5,5.0,10.0
0.8,475.0,0.0,1.5,0.08,0.0,371.73,-15.67,-1.0,-1.0,0.0,4.91,4920.0,0.0,1,-1.5,5.0,10.0
0.9,475.0,1.84,1.5,0.07,0.0,371.72,-15.58,-1.0,-1.0,0.0,4.91,4920.0,0.0,1,-1.5,5.0,10.0
1.0,475.0,8.6,2.5,0.06,0.0,371.77,-15.83,-1.0,-1.0,0.0,4.91,4920.0,0.0,1,-1.5,5.0,10.0
1.1,475.0,14.09,4.13,0.08,0.0,371.77,-16.13,-1.0,-1.0,0.0,4.9,4920.0,0.0,1,-1.5,5.0,10.0
1.2,475.0,18.43,8.39,0.18,0.0,371.67,-16.53,-1.0,-1.0,0.0,4.9,4920.0,0.0,1,-1.5,5.0,10.0
1.3,475.0,21.78,18.52,0.4,0.0,371.55,-16.93,-1.0,-1.0,0.0,4.9,4920.0,0.0,1,-1.5,5.0,10.0
1.4,475.0,23.95,31.39,0.54,0.0,371.4,-17.33,-1.0,-1.0,0.0,4.9,4920.0,0.0,1,-1.5,5.0,10.0
1.5,475.0,28.28,40.28,0.67,0.0,371.17,-18.34,-1.0,-1.0,0.0,4.9,4920.0,0.0,1,-1.5,5.0,10.0
1.6,475.0,31.96,57.04,1.07,0.0,370.77,-20.69,-1.0,-1.0,0.0,4.89,4920.0,0.0,1,-1.5,5.0,10.0
1.7,475.0,33.76,88.19,1.59,0.0,370.28,-22.99,-1.0,-1.0,0.0,4.89,4920.0,0.0,1,-1.5,5.0,10.0
1.8,475.0,34.35,116.26,1.92,0.0,369.58,-25.19,-1.0,-1.0,0.0,4.89,4920.0,0.0,1,-1.5,5.0,10.0
1.9,475.0,34.2,125.61,1.98,0.0,368.96,-27.3,-1.0,-1.0,0.0,4.89,4920.0,0.0,1,-1.5,5.0,10.0
2.0,475.0,34.2,123.5,1.92,0.0,368.51,-29.2,-1.0,-1.0,0.0,4.89,4920.0,0.0,1,-1.5,5.0,10.0
2.1,475.0,34.48,123.35,1.88,0.0,368.06,-30.91,-1.0,-1.0,0.0,4.88,4920.0,0.0,1,-1.5,5.0,10.0
2.2,475.0,34.88,122.24,1.9,0.0,367.61,-32.21,-1.0,-1.0,0.0,4.88,4920.0,0.0,1,-1.5,5.0,10.0
2.3,475.0,36.62,121.87,1.9,0.0,367.16,-33.77,-1.0,-1.0,0.0,4.88,4920.0,0.0,1,-1.5,5.0,10.0
2.4,475.0,38.79,121.13,1.94,0.0,366.71,-35.92,-1.0,-1.0,0.0,4.88,4920.0,0.0,1,-1.5,5.0,10.0
2.5,475.0,40.31,123.39,2.0,0.0,366.16,-38.39,-1.0,-1.0,0.0,4.88,4920.0,0.0,1,-1.5,5.0,10.0
2.6,475.0,42.17,128.63,2.06,0.0,365.41,-41.54,-1.0,-1.0,0.0,4.88,4920.0,0.0,1,-1.5,5.0,10.0
2.7,475.0,44.03,132.52,2.12,0.0,364.62,-44.77,-1.0,-1.0,0.0,4.88,4920.0,0.0,1,-1.5,5.0,10.0
2.8,475.0,45.11,139.02,2.24,0.0,363.72,-48.17,-1.0,-1.0,0.0,4.88,4920.0,0.0,1,-1.5,5.0,10.0
2.9,475.0,46.16,144.24,2.29,0.0,362.93,-51.11,-1.0,-1.0,0.0,4.89,4920.0,0.0,1,-1.5,5.0,10.0
