Time [s],Elevation [m],Throttle [%],Motor Torque [Nm],Longitudinal Acceleration [m/s^2],Regenerative Braking Signal ,Battery Voltage [V],Battery Current [A],Battery Temperature [°C],max. Battery Temperature [°C],dSoC [%p],Heating Power CAN [kW],Requested Heating Power [W],AirCon Power [kW],Heater Signal,Ambient Temperature [°C],Heat Exchanger Temperature [°C],Cabin Temperature Sensor [°C]
0.1,514.0,0.0,0.0,0.06,0.0,374.6,-17.9,7.0,7.0,0.0,6.24,6040.0,0,1,1.5,5.0,10.0
0.2,514.0,0.0,0.0,0.08,0.0,374.6,-17.87,7.0,7.0,0.0,6.24,6040.0,0,1,1.5,5.0,10.0
0.3,514.0,0.0,0.0,0.03,0.0,374.6,-17.72,7.0,7.0,0.0,6.24,6040.0,0,1,1.5,5.0,10.0
0.4,514.0,0.0,0.0,0.01,0.0,374.6,-17.62,7.0,7.0,0.0,6.24,6040.0,0,1,1.5,5.0,10.0
0.5,514.0,0.0,0.0,0.02,0.0,374.6,-17.72,7.0,7.0,0.0,6.08,6040.0,0,1,1.5,5.0,10.0
0.6,514.0,0.0,0.0,0.04,0.0,374.6,-17.79,7.0,7.0,0.0,6.08,6040.0,0,1,1.5,5.0,10.0
0.7,514.0,0.0,0.0,0.04,0.0,374.6,-17.74,7.0,7.0,0.0,6.08,6034.41,0,1,1.5,5.0,10.0
0.8,514.0,0.0,0.0,0.04,0.0,374.6,-17.71,7.0,7.0,0.0,6.08,6014.41,0,1,1.5,5.0,10.0
0.9,514.0,0.0,0.0,0.04,0.0,374.6,-17.76,7.0,7.0,0.0,6.08,6000.0,0,1,1.5,5.0,10.0
1.0,514.0,0.0,0.0,0.07,0.0,374.6,-17.79,7.0,7.0,0.0,6.08,6000.0,0,1,1.5,5.0,10.0
1.1,514.0,0.0,0.0,0.05,0.0,374.6,-17.74,7.0,7.0,0.0,6.08,5994.42,0,1,1.5,5.0,10.0
1.2,514.0,0.0,0.0,0.06,0.0,374.6,-17.69,7.0,7.0,0.0,6.08,5974.42,0,1,1.5,5.0,10.0
1.3,514.0,0.0,0.0,0.06,0.0,374.6,-17.64,7.0,7.0,0.0,6.08,5960.0,0,1,1.5,5.0,10.0
1.4,514.0,0.0,0.0,0.01,0.0,374.6,-17.61,7.0,7.0,0.0,6.08,5960.0,0,1,1.5,5.0,10.0
1.5,514.0,0.0,0.0,0.03,0.0,374.6,-17.66,7.0,7.0,0.0,6.0,5954.42,0,1,1.5,5.0,10.0
1.6,514.0,0.0,0.0,0.04,0.0,374.6,-17.69,7.0,7.0,0.0,6.0,5934.42,0,1,1.5,5.0,10.0
1.7,514.0,0.0,0.0,0.04,0.0,374.6,-17.64,7.0,7.0,0.0,6.0,5920.0,0,1,1.5,5.0,10.0
1.8,514.0,0.0,0.0,0.04,0.0,374.6,-17.62,7.0,7.0,0.0,6.0,5920.0,0,1,1.5,5.0,10.0
1.9,514.0,0.0,0.0,0.03,0.0,374.6,-17.72,7.0,7.0,0.0,6.0,5920.0,0,1,1.5,5.0,10.0
2.0,514.0,0.0,0.0,0.05,0.0,374.6,-17.76,7.0,7.0,0.0,6.0,5920.0,0,1,1.5,5.0,10.0
2.1,514.0,0.0,0.0,0.05,0.0,374.6,-17.56,7.0,7.0,0.0,6.0,5920.0,0,1,1.5,5.0,10.0
2.2,514.0,0.0,0.0,0.01,0.0,374.6,-17.43,7.0,7.0,0.0,6.0,5920.0,0,1,1.5,5.0,10.0
2.3,514.0,0.0,0.0,0.05,0.0,374.6,-17.58,7.0,7.0,0.0,6.0,5914.43,0,1,1.5,5.0,10.0
2.4,514.0,0.0,0.0,0.05,0.0,374.59,-17.67,7.0,7.0,0.0,6.0,5894.43,0,1,1.5,5.0,10.0
2.5,514.0,0.0,0.0,0.06,0.0,374.54,-17.52,7.0,7.0,0.0,5.92,5880.0,0,1,1.5,5.0,10.0
2.6,514.0,0.0,0.0,0.06,0.0,374.51,-17.41,7.0,7.0,0.0,5.92,5880.0,0,1,1.5,5.0,10.0
2.7,514.0,0.0,0.0,0.01,0.0,374.56,-17.46,7.0,7.0,0.0,5.92,5880.0,0,1,1.5,5.0,10.0
2.8,514.0,0.0,0.0,0.07,0.0,374.59,-17.48,7.0,7.0,0.0,5.92,5880.0,0,1,1.5,5.0,10.0
2.9,514.0,0.0,0.0,0.02,0.0,374.54,-17.38,7.0,7.0,0.0,5.92,5874.44,0,1,1.5,5.0,10.0
3.0,514.0,0.0,0.0,0.07,0.0,374.51,-17.32,7.0,7.0,0.0,5.92,5854.44,0,1,1.5,5.0,10.0
3.1,514.0,0.0,0.0,0.05,0.0,374.56,-17.42,7.0,7.0,0.0,5.92,5840.0,0,1,1.5,5.0,10.0
3.2,514.0,0.0,0.0,0.06,0.0,374.59,-17.44,7.0,7.0,0.0,5.92,5840.0,0,1,1.5,5.0,10.0
3.3,514.0,0.0,0.0,0.08,0.0,374.54,-17.19,7.0,7.0,0.0,5.92,5840.0,0,1,1.5,5.0,10.0
3.4,514.0,0.0,0.0,0.03,0.0,374.5,-17.04,7.0,7.0,0.0,5.92,5840.0,0,1,1.5,5.0,10.0
3.5,514.0,0.0,0.0,0.02,0.0,374.5,-17.24,7.0,7.0,0.0,5.84,5840.0,0,1,1.5,5.0,10.0
3.6,514.0,0.0,0.0,0.05,0.0,374.5,-17.37,7.0,7.0,0.0,5.84,5840.0,0,1,1.5,5.0,10.0
3.7,514.0,0.0,0.0,0.01,0.0,374.5,-17.22,7.0,7.0,0.0,5.84,5840.0,0,1,1.5,5.0,10.0
