Time [s],Elevation [m],Throttle [%],Motor Torque [Nm],Longitudinal Acceleration [m/s^2],Regenerative Braking Signal ,Battery Voltage [V],Battery Current [A],Battery Temperature [°C],max. Battery Temperature [°C],dSoC [%p],Heating Power CAN [kW],Requested Heating Power [W],AirCon Power [kW],Heater Signal,Ambient Temperature [°C],Heat Exchanger Temperature [°C],Cabin Temperature Sensor [°C]
0.1,572.0,0.0,0.0,-0.07479,0.0,391.3,-1.2,20,20,0.0,0.0,0,0,1,19.0,19.0,22.0044
0.2,572.0,0.0,0.0,-0.13111,0.0,391.3,-1.1759,20,20,0.0,0.0,0,0,1,19.0,19.0,22.0044
0.3,572.0,0.0,0.0,-0.11014,0.0,391.3,-1.1259,20,20,0.0,0.0,0,0,1,19.0,19.0,22.0044
0.4,572.0,0.0,0.0,-0.072,0.0,391.3,-1.0759,20,20,0.0,0.0,0,0,1,19.0,19.0,22.0044
0.5,572.0,0.0,0.0,-0.072,0.0,391.3,-1.0259,20,20,0.0,0.0,0,0,1,19.0,19.0,22.0044
0.6,572.0,0.0,0.0,-0.07289,0.0,391.3,-1.0,20,20,0.0,0.0,0,0,1,19.0,19.0,22.0044
0.7,572.0,0.0,0.0,-0.09107,0.0,391.3,-1.0,20,20,0.0,0.0,0,0,1,19.0,19.0,22.0044
0.8,572.0,0.0,0.0,-0.07289,0.0,391.3,-1.0,20,20,0.0,0.0,0,0,1,19.0,19.0,22.0044
0.9,572.0,0.0,0.0,-0.092,0.0,391.3,-1.0,20,20,0.0,0.0,0,0,1,19.0,19.0,22.0044
1.0,572.0,0.0,0.0,-0.092,0.0,391.3,-1.02411,20,20,0.0,0.0,0,0,1,19.0,19.0,22.0044
1.1,572.0,0.0,0.0,-0.08929,0.0,391.3,-1.07411,20,20,0.0,0.0,0,0,1,19.0,19.0,22.0044
1.2,572.0,0.0,0.0,-0.03655,0.0,391.3,-1.07589,20,20,0.0,0.0,0,0,1,19.0,19.0,22.0044
1.3,572.0,0.0,0.0,-0.09293,0.0,391.3,-1.02589,20,20,0.0,0.0,0,0,1,19.0,19.0,22.0044
1.4,572.0,0.0,0.0,-0.11019,0.0,391.3,-1.0,20,20,0.0,0.0,0,0,1,19.0,19.0,22.0044
1.5,572.0,0.0,0.0,-0.07105,0.0,391.3,-1.0,20,20,0.0,0.0,0,0,1,19.0,19.0,22.0044
1.6,572.0,0.0,0.0,-0.05119,0.0,391.3,-1.0,20,20,0.0,0.0,0,0,1,19.0,19.0,22.0044
1.7,572.0,0.0,0.0,-0.03485,0.0,391.3,-1.0,20,20,0.0,0.0,0,0,1,19.0,19.0,22.0044
1.8,572.0,0.0,0.0,-0.0529,0.0,391.3,-1.0,20,20,0.0,0.0,0,0,1,19.0,19.0,22.0044
1.9,572.0,0.0,0.0,-0.07295,0.0,391.3,-1.0,20,20,0.0,0.0,0,0,1,19.0,19.0,22.0044
2.0,572.0,0.0,0.0,-0.0929,0.0,391.3,-1.02412,20,20,0.0,0.0,0,0,1,19.0,19.0,22.0044
2.1,572.0,0.0,0.0,-0.11105,0.0,391.3,-1.07412,20,20,0.0,0.0,0,0,1,19.0,19.0,22.0044
2.2,572.0,0.0,0.0,-0.09019,0.0,391.3,-1.07589,20,20,0.0,0.0,0,0,1,19.0,19.0,22.0044
2.3,572.0,0.0,0.0,-0.05295,0.0,391.3,-1.02589,20,20,0.0,0.0,0,0,1,19.0,19.0,22.0044
2.4,572.0,0.0,0.0,-0.072,0.0,391.3,-1.0,20,20,0.0,0.0,0,0,1,19.0,19.0,22.0044
2.5,572.0,0.0,0.0,-0.072,0.0,391.3,-1.0,20,20,0.0,0.0,0,0,1,19.0,19.0,22.0044
2.6,572.0,0.0,0.0,-0.07381,0.0,391.3,-1.0,20,20,0.0,0.0,0,0,1,19.0,19.0,22.0044
2.7,572.0,0.0,0.0,-0.10914,0.0,391.3,-1.0,20,20,0.0,0.0,0,0,1,19.0,19.0,22.0044
2.8,572.0,0.0,0.0,-0.05382,0.0,391.3,-1.0,20,20,0.0,0.0,0,0,1,19.0,19.0,22.0044
2.9,572.0,0.0,0.0,-0.09105,0.0,391.3,-1.0,20,20,0.0,0.0,0,0,1,19.0,19.0,22.0044
3.0,572.0,0.0,0.0,-0.07382,0.0,391.3,-1.02412,20,20,0.0,0.0,0,0,1,19.0,19.0,22.0044
3.1,572.0,0.0,0.0,-0.11104,0.0,391.3,-1.07412,20,20,0.0,0.0,0,0,1,19.0,19.0,22.0044
3.2,572.0,0.0,0.0,-0.092,0.0,391.3,-1.1,20,20,0.0,0.0,0,0,1,19.0,19.0,22.0044
3.3,572.0,0.0,0.0,-0.09296,0.0,391.3,-1.1,20,20,0.0,0.0,0,0,1,19.0,19.0,22.0044
3.4,572.0,0.0,0.0,-0.10926,0.0,391.3,-1.1,20,20,0.0,0.0,0,0,1,19.0,19.0,22.0044
3.5,572.0,0.0,0.0,-0.05487,0.0,391.3,-1.1,20,20,0.0,0.0,0,0,1,19.0,19.0,22.0044
3.6,572.0,0.0,0.0,-0.11017,0.0,391.3,-1.12413,20,20,0.0,0.0,0,0,1,19.0,19.0,22.0044
3.7,572.0,0.0,0.0,-0.07018,0.0,391.3,-1.17413,20,20,0.0,0.0,0,0,1,19.0,19.0,22.0044
3.8,572.0,0.0,0.0,-0.03666,0.0,391.3,-1.15175,20,20,0.0,0.0,0,0,1,19.0,19.0,22.0044
