Time [s],Elevation [m],Throttle [%],Motor Torque [Nm],Longitudinal Acceleration [m/s^2],Regenerative Braking Signal ,Battery Voltage [V],Battery Current [A],Battery Temperature [°C],max. Battery Temperature [°C],dSoC [%p],Heating Power CAN [kW],Requested Heating Power [W],AirCon Power [kW],Heater Signal,Ambient Temperature [°C],Heat Exchanger Temperature [°C],Cabin Temperature Sensor [°C]
0.1,473.0,0.0,0.0,-0.06,0.0,373.2,-6.03,10.0,10.0,0.0,0.64,1840.0,0,1,6.5,17.0,19.17
0.2,473.0,0.0,0.0,-0.08,0.0,373.2,-6.13,10.0,10.0,0.0,0.64,1880.87,0,1,6.5,17.0,19.17
0.3,473.0,0.0,0.0,-0.05,0.0,373.18,-6.28,10.0,10.0,0.0,0.64,2000.86,0,1,6.5,17.0,19.17
0.4,473.0,0.0,0.0,-0.08,0.0,373.13,-6.53,10.0,10.0,0.0,0.64,2114.05,0,1,6.5,17.0,19.17
0.5,473.0,0.0,0.0,-0.08,0.0,373.1,-6.72,10.0,10.0,0.0,0.64,2214.04,0,1,6.5,17.0,19.17
0.6,473.0,0.0,0.0,-0.07,0.0,373.1,-6.77,10.0,10.0,0.0,1.72,2314.04,0,1,6.5,17.0,19.17
0.7,473.0,0.0,0.0,-0.06,0.0,373.07,-6.99,10.0,10.0,0.0,1.72,2414.03,0,1,6.5,17.0,19.17
0.8,473.0,0.0,0.0,-0.04,0.0,372.97,-7.59,10.0,10.0,0.0,1.72,2514.02,0,1,6.5,17.0,19.17
0.9,473.0,0.0,0.0,-0.03,0.0,372.9,-8.1,10.0,10.0,0.0,1.72,2614.01,0,1,6.5,17.0,19.17
1.0,473.0,0.0,0.0,-0.05,0.0,372.9,-8.4,10.0,10.0,0.0,1.72,2720.81,0,1,6.5,17.0,19.17
1.1,473.0,0.0,0.0,-0.07,0.0,372.88,-8.58,10.0,10.0,0.0,1.72,2840.8,0,1,6.5,17.0,19.17
1.2,473.0,0.0,0.0,-0.07,0.0,372.83,-8.53,10.0,10.0,0.0,1.72,2954.0,0,1,6.5,17.0,19.17
1.3,473.0,0.0,0.0,-0.09,0.0,372.78,-8.58,10.0,10.0,-0.01999999999999602,1.72,3053.99,0,1,6.5,17.0,19.17
1.4,473.0,0.0,0.0,-0.08,0.0,372.73,-8.83,10.0,10.0,-0.05000000000000426,2.68,3153.99,0,1,6.5,17.0,19.17
1.5,473.0,0.0,0.0,-0.1,0.0,372.68,-9.16,10.0,10.0,-0.030000000000001137,2.68,3253.98,0,1,6.5,17.0,19.17
1.6,473.0,0.0,0.0,-0.07,0.0,372.63,-9.66,10.0,10.0,0.0,2.68,3353.97,0,1,6.5,17.0,19.17
1.7,473.0,0.0,0.0,-0.07,0.0,372.62,-10.03,10.0,10.0,0.0,2.68,3453.96,0,1,6.5,17.0,19.17
1.8,473.0,0.0,0.0,-0.09,0.0,372.67,-10.13,10.0,10.0,0.0,2.68,3560.75,0,1,6.5,17.0,19.17
1.9,473.0,0.0,0.0,-0.08,0.0,372.65,-10.31,10.0,10.0,0.0,2.68,3680.74,0,1,6.5,17.0,19.17
2.0,473.0,0.0,0.0,-0.09,0.0,372.5,-10.66,10.0,10.0,0.0,2.68,3793.95,0,1,6.5,17.0,19.17
2.1,473.0,0.0,0.0,-0.06,0.0,372.42,-11.13,10.0,10.0,0.0,2.68,3893.94,0,1,6.5,17.0,19.17
2.2,473.0,0.0,0.0,-0.07,0.0,372.47,-11.83,10.0,10.0,0.0,2.68,3993.93,0,1,6.5,17.0,19.17
